"full_name","constituency","party","profile_url","dail_term","dail_period","number_of_seats","term_number"
"Harry Colley","Dublin North-East","Fianna Fáil","/en/members/member/Harry-Colley.D.1944-06-09/","13th Dáil","(1948 - 1951)","147",13
"James J. Collins","Limerick West","Fianna Fáil","/en/members/member/James-J-Collins.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Seán Collins","Cork West","Fine Gael","/en/members/member/Seán-Collins.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Bernard Commons","Mayo South","Clann na Talmhan","/en/members/member/Bernard-Commons.D.1945-12-04/","13th Dáil","(1948 - 1951)","147",13
"Roderick James Connolly","Louth","Labour Party","/en/members/member/Roderick-James-Connolly.D.1943-07-01/","13th Dáil","(1948 - 1951)","147",13
"Brendan Corish","Wexford","Labour Party","/en/members/member/Brendan-Corish.D.1945-12-04/","13th Dáil","(1948 - 1951)","147",13
"Martin John Corry","Cork East","Fianna Fáil","/en/members/member/Martin-John-Corry.D.1927-06-23/","13th Dáil","(1948 - 1951)","147",13
"Liam Cosgrave","Dún Laoghaire and Rathdown","Fine Gael","/en/members/member/Liam-Cosgrave.D.1943-07-01/","13th Dáil","(1948 - 1951)","147",13
"John Aloysius Costello","Dublin South-East","Fine Gael","/en/members/member/John-Aloysius-Costello.D.1933-02-08/","13th Dáil","(1948 - 1951)","147",13
"Peadar Cowan","Dublin North-East","Clann na Poblachta","/en/members/member/Peadar-Cowan.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Patrick J. Crotty","Carlow-Kilkenny","Fine Gael","/en/members/member/Patrick-J-Crotty.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Honor Mary Crowley","Kerry South","Fianna Fáil","/en/members/member/Honor-Mary-Crowley.D.1945-12-04/","13th Dáil","(1948 - 1951)","147",13
"Michael J. Davern","Tipperary South","Fianna Fáil","/en/members/member/Michael-J-Davern.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"William Davin","Leix-Offaly","Labour Party","/en/members/member/William-Davin.D.1922-09-09/","13th Dáil","(1948 - 1951)","147",13
"Thomas Derrig","Carlow-Kilkenny","Fianna Fáil","/en/members/member/Thomas-Derrig.D.1921-08-16/","13th Dáil","(1948 - 1951)","147",13
"Daniel Desmond","Cork South","Labour Party","/en/members/member/Daniel-Desmond.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"James Matthew Dillon","Monaghan","Independent","/en/members/member/James-Matthew-Dillon.D.1932-03-09/","13th Dáil","(1948 - 1951)","147",13
"Maurice E. Dockrell","Dublin South-Central","Fine Gael","/en/members/member/Maurice-E-Dockrell.D.1943-07-01/","13th Dáil","(1948 - 1951)","147",13
"Michael Donnellan","Galway North","Clann na Talmhan","/en/members/member/Michael-Donnellan.D.1943-07-01/","13th Dáil","(1948 - 1951)","147",13
"Peadar Seán Doyle","Dublin South-West","Fine Gael","/en/members/member/Peadar-Seán-Doyle.D.1923-09-19/","13th Dáil","(1948 - 1951)","147",13
"Seán Dunne","Dublin County","Labour Party","/en/members/member/Seán-Dunne.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"John Lymbrick Esmonde","Wexford","Fine Gael","/en/members/member/John-Lymbrick-Esmonde.D.1937-07-21/","13th Dáil","(1948 - 1951)","147",13
"James Everett","Wicklow","National Labour Party","/en/members/member/James-Everett.D.1922-09-09/","13th Dáil","(1948 - 1951)","147",13
"Charles Fagan","Longford-Westmeath","Independent","/en/members/member/Charles-Fagan.D.1933-02-08/","13th Dáil","(1948 - 1951)","147",13
"Frank Fahy","Galway South","Fianna Fáil","/en/members/member/Frank-Fahy.D.1919-01-21/","13th Dáil","(1948 - 1951)","147",13
"Patrick Finucane","Kerry North","Clann na Talmhan","/en/members/member/Patrick-Finucane.D.1943-07-01/","13th Dáil","(1948 - 1951)","147",13
"Michael Fitzpatrick","Dublin North-West","Clann na Poblachta","/en/members/member/Michael-Fitzpatrick.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Oliver J. Flanagan","Leix-Offaly","Independent","/en/members/member/Oliver-J-Flanagan.D.1943-07-01/","13th Dáil","(1948 - 1951)","147",13
"John Flynn","Kerry South","Independent","/en/members/member/John-Flynn.D.1932-03-09/","13th Dáil","(1948 - 1951)","147",13
"Stephen Flynn","Sligo-Leitrim","Fianna Fáil","/en/members/member/Stephen-Flynn.D.1932-03-09/","13th Dáil","(1948 - 1951)","147",13
"John Friel","Donegal East","Fianna Fáil","/en/members/member/John-Friel.D.1937-07-21/","13th Dáil","(1948 - 1951)","147",13
"Eugene Gilbride","Sligo-Leitrim","Fianna Fáil","/en/members/member/Eugene-Gilbride.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Captain Patrick Giles","Meath","Fine Gael","/en/members/member/Captain-Patrick-Giles.D.1937-07-21/","13th Dáil","(1948 - 1951)","147",13
"Patrick Joseph Gorry","Leix-Offaly","Fianna Fáil","/en/members/member/Patrick-Joseph-Gorry.D.1927-10-11/","13th Dáil","(1948 - 1951)","147",13
"Patrick Joseph Halliden","Cork North","Clann na Talmhan","/en/members/member/Patrick-Joseph-Halliden.D.1943-07-01/","13th Dáil","(1948 - 1951)","147",13
"Thomas Harris","Kildare","Fianna Fáil","/en/members/member/Thomas-Harris.D.1931-06-29/","13th Dáil","(1948 - 1951)","147",13
"James Hickey","Cork Borough","National Labour Party","/en/members/member/James-Hickey.D.1938-06-30/","13th Dáil","(1948 - 1951)","147",13
"Michael Hilliard","Meath","Fianna Fáil","/en/members/member/Michael-Hilliard.D.1943-07-01/","13th Dáil","(1948 - 1951)","147",13
"Patrick Hogan","Clare","Labour Party","/en/members/member/Patrick-Hogan.D.1923-09-19/","13th Dáil","(1948 - 1951)","147",13
"Joseph Hughes","Carlow-Kilkenny","Fine Gael","/en/members/member/Joseph-Hughes.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Seán Keane","Cork East","Labour Party","/en/members/member/Seán-Keane.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Michael J. Kennedy","Longford-Westmeath","Fianna Fáil","/en/members/member/Michael-J-Kennedy.D.1927-06-23/","13th Dáil","(1948 - 1951)","147",13
"Michael J. Keyes","Limerick East","Labour Party","/en/members/member/Michael-J-Keyes.D.1927-06-23/","13th Dáil","(1948 - 1951)","147",13
"Mark Killilea Snr.","Galway North","Fianna Fáil","/en/members/member/Mark-Killilea-Snr.D.1927-06-23/","13th Dáil","(1948 - 1951)","147",13
"James Kilroy","Mayo North","Fianna Fáil","/en/members/member/James-Kilroy.D.1943-07-01/","13th Dáil","(1948 - 1951)","147",13
"Patrick Kinane","Tipperary North","Clann na Poblachta","/en/members/member/Patrick-Kinane.D.1947-10-29/","13th Dáil","(1948 - 1951)","147",13
"Eamon Kissane","Kerry North","Fianna Fáil","/en/members/member/Eamon-Kissane.D.1932-03-09/","13th Dáil","(1948 - 1951)","147",13
"Michael F. Kitt","Galway North","Fianna Fáil","/en/members/member/Michael-F-Kitt.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Thomas Anthony Kyne","Waterford","Labour Party","/en/members/member/Thomas-Anthony-Kyne.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Robert Lahiffe","Galway South","Fianna Fáil","/en/members/member/Robert-Lahiffe.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"James Larkin Jnr.","Dublin South-Central","Labour Party","/en/members/member/James-Larkin-Jnr.D.1943-07-01/","13th Dáil","(1948 - 1951)","147",13
"Con Lehane","Dublin South-Central","Clann na Poblachta","/en/members/member/Con-Lehane.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Patrick Desmond Lehane","Cork South","Clann na Talmhan","/en/members/member/Patrick-Desmond-Lehane.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Seán F. Lemass","Dublin South-Central","Fianna Fáil","/en/members/member/Seán-F-Lemass.D.1924-11-18/","13th Dáil","(1948 - 1951)","147",13
"Patrick J. Little","Waterford","Fianna Fáil","/en/members/member/Patrick-J-Little.D.1927-06-23/","13th Dáil","(1948 - 1951)","147",13
"Michael F. Lydon","Galway West","Fianna Fáil","/en/members/member/Michael-F-Lydon.D.1944-06-09/","13th Dáil","(1948 - 1951)","147",13
"John Lynch","Cork Borough","Fianna Fáil","/en/members/member/John-Lynch.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Seán MacBride","Dublin South-West","Clann na Poblachta","/en/members/member/Seán-MacBride.D.1947-10-29/","13th Dáil","(1948 - 1951)","147",13
"Seán MacEntee","Dublin South-East","Fianna Fáil","/en/members/member/Seán-MacEntee.D.1919-01-21/","13th Dáil","(1948 - 1951)","147",13
"General Seán MacEoin","Longford-Westmeath","Fine Gael","/en/members/member/General-Seán-MacEoin.D.1921-08-16/","13th Dáil","(1948 - 1951)","147",13
"David John Madden","Limerick West","Fine Gael","/en/members/member/David-John-Madden.S.1938-04-27/","13th Dáil","(1948 - 1951)","147",13
"B. J. Maguire","Sligo-Leitrim","Independent","/en/members/member/B-J-Maguire.D.1927-10-11/","13th Dáil","(1948 - 1951)","147",13
"Patrick J. Maguire","Monaghan","Fianna Fáil","/en/members/member/Patrick-J-Maguire.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Patrick McAuliffe","Cork North","Labour Party","/en/members/member/Patrick-McAuliffe.D.1944-06-09/","13th Dáil","(1948 - 1951)","147",13
"John McCann","Dublin South-Central","Fianna Fáil","/en/members/member/John-McCann.D.1939-06-06/","13th Dáil","(1948 - 1951)","147",13
"Thomas McEllistrim Snr.","Kerry North","Fianna Fáil","/en/members/member/Thomas-McEllistrim-Snr.D.1923-09-19/","13th Dáil","(1948 - 1951)","147",13
"Michael Óg McFadden","Donegal West","Fine Gael","/en/members/member/Michael-Óg-McFadden.D.1927-06-23/","13th Dáil","(1948 - 1951)","147",13
"Patrick McGilligan","Dublin North-Central","Fine Gael","/en/members/member/Patrick-McGilligan.D.1923-11-03/","13th Dáil","(1948 - 1951)","147",13
"Patrick McGrath","Cork Borough","Fianna Fáil","/en/members/member/Patrick-McGrath.D.1946-06-14/","13th Dáil","(1948 - 1951)","147",13
"Daniel McMenamin","Donegal East","Fine Gael","/en/members/member/Daniel-McMenamin.D.1927-06-23/","13th Dáil","(1948 - 1951)","147",13
"John McQuillan","Roscommon","Clann na Poblachta","/en/members/member/John-McQuillan.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Joseph William Mongan","Galway West","Fine Gael","/en/members/member/Joseph-William-Mongan.D.1927-10-11/","13th Dáil","(1948 - 1951)","147",13
"Michael Moran","Mayo South","Fianna Fáil","/en/members/member/Michael-Moran.D.1938-06-30/","13th Dáil","(1948 - 1951)","147",13
"Daniel Morrissey","Tipperary North","Fine Gael","/en/members/member/Daniel-Morrissey.D.1922-09-09/","13th Dáil","(1948 - 1951)","147",13
"Seán Moylan","Cork North","Fianna Fáil","/en/members/member/Seán-Moylan.D.1921-08-16/","13th Dáil","(1948 - 1951)","147",13
"Richard James Mulcahy","Tipperary South","Fine Gael","/en/members/member/Richard-James-Mulcahy.D.1919-01-21/","13th Dáil","(1948 - 1951)","147",13
"Timothy J Murphy","Cork West","Labour Party","/en/members/member/Timothy-J-Murphy.D.1923-09-19/","13th Dáil","(1948 - 1951)","147",13
"William Joseph Murphy","Cork West","Independent","/en/members/member/William-Joseph-Murphy.D.1949-06-15/","13th Dáil","(1948 - 1951)","147",13
"William Norton","Kildare","Labour Party","/en/members/member/William-Norton.D.1926-02-18/","13th Dáil","(1948 - 1951)","147",13
"Patrick O'Donnell","Donegal West","Fine Gael","/en/members/member/Patrick-O'Donnell.D.1949-11-16/","13th Dáil","(1948 - 1951)","147",13
"Patrick James O'Gorman","Cork East","Fine Gael","/en/members/member/Patrick-James-O'Gorman.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Seán O'Grady","Clare","Fianna Fáil","/en/members/member/Seán-O'Grady.D.1932-03-09/","13th Dáil","(1948 - 1951)","147",13
"Michael Joseph O'Higgins","Dublin South-West","Fine Gael","/en/members/member/Michael-Joseph-O'Higgins.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Thomas F. O'Higgins Jnr.","Leix-Offaly","Fine Gael","/en/members/member/Thomas-F-O'Higgins-Jnr.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Dr Thomas Francis O'Higgins Snr.","Cork Borough","Fine Gael","/en/members/member/Dr-Thomas-Francis-O'Higgins-Snr.D.1929-03-14/","13th Dáil","(1948 - 1951)","147",13
"John O'Leary","Wexford","National Labour Party","/en/members/member/John-O'Leary.D.1943-07-01/","13th Dáil","(1948 - 1951)","147",13
"Matthew O'Reilly","Meath","Fianna Fáil","/en/members/member/Matthew-O'Reilly.D.1927-06-23/","13th Dáil","(1948 - 1951)","147",13
"Patrick O'Reilly","Cavan","Independent","/en/members/member/Patrick-O'Reilly.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Daniel O'Rourke","Roscommon","Fianna Fáil","/en/members/member/Daniel-O'Rourke.D.1921-08-16/","13th Dáil","(1948 - 1951)","147",13
"Martin O'Sullivan","Dublin North-Central","Labour Party","/en/members/member/Martin-O'Sullivan.D.1943-07-01/","13th Dáil","(1948 - 1951)","147",13
"Timothy O'Sullivan","Cork West","Fianna Fáil","/en/members/member/Timothy-O'Sullivan.D.1937-07-21/","13th Dáil","(1948 - 1951)","147",13
"John Ormonde","Waterford","Fianna Fáil","/en/members/member/John-Ormonde.D.1947-10-29/","13th Dáil","(1948 - 1951)","147",13
"Patrick W. Palmer","Kerry South","Fine Gael","/en/members/member/Patrick-W-Palmer.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"James P. Pattison","Carlow-Kilkenny","National Labour Party","/en/members/member/James-P-Pattison.D.1933-02-08/","13th Dáil","(1948 - 1951)","147",13
"Bridget Mary Redmond","Waterford","Fine Gael","/en/members/member/Bridget-Mary-Redmond.D.1933-02-08/","13th Dáil","(1948 - 1951)","147",13
"James Reidy","Limerick East","Fine Gael","/en/members/member/James-Reidy.D.1932-03-09/","13th Dáil","(1948 - 1951)","147",13
"Mary Reynolds","Sligo-Leitrim","Fine Gael","/en/members/member/Mary-Reynolds.D.1932-03-09/","13th Dáil","(1948 - 1951)","147",13
"Briget Mary Rice","Monaghan","Fianna Fáil","/en/members/member/Briget-Mary-Rice.D.1938-06-30/","13th Dáil","(1948 - 1951)","147",13
"Joseph Roddy","Sligo-Leitrim","Fine Gael","/en/members/member/Joseph-Roddy.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Eamonn Rooney","Dublin County","Fine Gael","/en/members/member/Eamonn-Rooney.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Patrick Joseph Ruttledge","Mayo North","Fianna Fáil","/en/members/member/Patrick-Joseph-Ruttledge.D.1921-08-16/","13th Dáil","(1948 - 1951)","147",13
"James Ryan","Wexford","Fianna Fáil","/en/members/member/James-Ryan.D.1919-01-21/","13th Dáil","(1948 - 1951)","147",13
"Mary Bridget Ryan","Tipperary North","Fianna Fáil","/en/members/member/Mary-Bridget-Ryan.D.1944-06-09/","13th Dáil","(1948 - 1951)","147",13
"Robert Ryan","Limerick East","Fianna Fáil","/en/members/member/Robert-Ryan.D.1932-03-09/","13th Dáil","(1948 - 1951)","147",13
"Michael Sheehan","Cork Borough","Independent","/en/members/member/Michael-Sheehan.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"William Alexander Sheldon","Donegal East","Independent","/en/members/member/William-Alexander-Sheldon.D.1943-07-01/","13th Dáil","(1948 - 1951)","147",13
"Michael Sheridan","Cavan","Fianna Fáil","/en/members/member/Michael-Sheridan.D.1932-03-09/","13th Dáil","(1948 - 1951)","147",13
"Patrick Smith","Cavan","Fianna Fáil","/en/members/member/Patrick-Smith.D.1923-09-19/","13th Dáil","(1948 - 1951)","147",13
"Daniel Spring","Kerry North","National Labour Party","/en/members/member/Daniel-Spring.D.1943-07-01/","13th Dáil","(1948 - 1951)","147",13
"Gerard Sweetman","Kildare","Fine Gael","/en/members/member/Gerard-Sweetman.S.1943-09-08/","13th Dáil","(1948 - 1951)","147",13
"John Joseph Timoney","Tipperary South","Clann na Poblachta","/en/members/member/John-Joseph-Timoney.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Oscar Traynor","Dublin North-East","Fianna Fáil","/en/members/member/Oscar-Traynor.D.1925-03-11/","13th Dáil","(1948 - 1951)","147",13
"John Tully","Cavan","Clann na Poblachta","/en/members/member/John-Tully.D.1948-02-18/","13th Dáil","(1948 - 1951)","147",13
"Richard Walsh","Mayo South","Fianna Fáil","/en/members/member/Richard-Walsh.D.1927-10-11/","13th Dáil","(1948 - 1951)","147",13
"Thomas Walsh","Carlow-Kilkenny","Fianna Fáil","/en/members/member/Thomas-Walsh.S.1943-09-08/","13th Dáil","(1948 - 1951)","147",13
"Eamon de Valera","Clare","Fianna Fáil","/en/members/member/Eamon-de-Valera.D.1919-01-21/","13th Dáil","(1948 - 1951)","147",13
"Vivion de Valera","Dublin North-Central","Fianna Fáil","/en/members/member/Vivion-de-Valera.D.1945-12-04/","13th Dáil","(1948 - 1951)","147",13
"Donnchadh Ó Briain","Limerick West","Fianna Fáil","/en/members/member/Donnchadh-Ó-Briain.D.1933-02-08/","13th Dáil","(1948 - 1951)","147",13
"Frank Aiken","Louth","Fianna Fáil","/en/members/member/Frank-Aiken.D.1923-09-19/","14th Dáil","(1951 - 1954)","147",14
"Denis Allen","Wexford","Fianna Fáil","/en/members/member/Denis-Allen.D.1927-10-11/","14th Dáil","(1951 - 1954)","147",14
"Stephen D. Barrett","Cork Borough","Fine Gael","/en/members/member/Stephen-D-Barrett.D.1954-03-03/","14th Dáil","(1951 - 1954)","147",14
"Richard Barry","Cork East","Fine Gael","/en/members/member/Richard-Barry.D.1953-06-18/","14th Dáil","(1951 - 1954)","147",14
"Gerald Bartley","Galway West","Fianna Fáil","/en/members/member/Gerald-Bartley.D.1932-03-09/","14th Dáil","(1951 - 1954)","147",14
"Patrick Beegan","Galway South","Fianna Fáil","/en/members/member/Patrick-Beegan.D.1932-03-09/","14th Dáil","(1951 - 1954)","147",14
"John Beirne Jnr.","Roscommon","Clann na Talmhan","/en/members/member/John-Beirne-Jnr.D.1948-02-18/","14th Dáil","(1951 - 1954)","147",14
"John Belton","Dublin North-East","Fine Gael","/en/members/member/John-Belton.D.1948-02-18/","14th Dáil","(1951 - 1954)","147",14
"Neil T.C. Blaney","Donegal East","Fianna Fáil","/en/members/member/Neil-TC-Blaney.D.1948-12-07/","14th Dáil","(1951 - 1954)","147",14
"Joseph Blowick","Mayo South","Clann na Talmhan","/en/members/member/Joseph-Blowick.D.1943-07-01/","14th Dáil","(1951 - 1954)","147",14
"Gerald Boland","Roscommon","Fianna Fáil","/en/members/member/Gerald-Boland.D.1923-09-19/","14th Dáil","(1951 - 1954)","147",14
"Patrick J. Boland","Leix-Offaly","Fianna Fáil","/en/members/member/Patrick-J-Boland.D.1927-06-23/","14th Dáil","(1951 - 1954)","147",14
"Daniel Bourke","Limerick East","Fianna Fáil","/en/members/member/Daniel-Bourke.D.1927-10-11/","14th Dáil","(1951 - 1954)","147",14
"Philip A. Brady","Dublin South-Central","Fianna Fáil","/en/members/member/Philip-A-Brady.D.1951-06-13/","14th Dáil","(1951 - 1954)","147",14
"Seán Brady","Dún Laoghaire and Rathdown","Fianna Fáil","/en/members/member/Seán-Brady.D.1927-10-11/","14th Dáil","(1951 - 1954)","147",14
"Cormac Breathnach","Dublin North-West","Fianna Fáil","/en/members/member/Cormac-Breathnach.D.1932-03-09/","14th Dáil","(1951 - 1954)","147",14
"Daniel Breen","Tipperary South","Fianna Fáil","/en/members/member/Daniel-Breen.D.1923-09-19/","14th Dáil","(1951 - 1954)","147",14
"Joseph Brennan","Donegal West","Fianna Fáil","/en/members/member/Joseph-Brennan.D.1951-06-13/","14th Dáil","(1951 - 1954)","147",14
"Thomas Brennan","Wicklow","Fianna Fáil","/en/members/member/Thomas-Brennan.D.1944-06-09/","14th Dáil","(1951 - 1954)","147",14
